Title,Location,Link,Distance,Review_Score,Ketegori,Number_Of_Reviews,Details
"The Taj Mahal Tower Mumbai
"Hotel Suncity Residency
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/suncity-residency-pvt-ltd.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=453&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=25673601_340002407_0_1_0&highlighted_blocks=25673601_340002407_0_1_0&matching_block_id=25673601_340002407_0_1_0&sr_pri_blocks=25673601_340002407_0_1_0__3850000&from_beach_sr=1&from=searchresults#hotelTmpl,17.3,7.3,Good ,51.0,Deluxe Double Room
"Svenska Design Hotel
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/svenska-design-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=454&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=30685101_88877513_2_2_0&highlighted_blocks=30685101_88877513_2_2_0&matching_block_id=30685101_88877513_2_2_0&sr_pri_blocks=30685101_88877513_2_2_0__5039440&from_beach_sr=1&beach_sr_walking_distance=1623&from=searchresults#hotelTmpl,18.6,6.5,Review score ,115.0,Superior Room
"OYO 8181 Druv's Taj Palace
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-rooms-andheri-asalpha.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=455&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=225536102_348169715_2_0_0&highlighted_blocks=225536102_348169715_2_0_0&matching_block_id=225536102_348169715_2_0_0&sr_pri_blocks=225536102_348169715_2_0_0__912412&from_beach_sr=1&from=searchresults#hotelTmpl,16.2,4.5,Review score ,8.0,Standard Double Room
"OYO Flagship 84785 Cozy Stay Kharghar
Opens in new window",Mumbai,https://www.booking.com/hotel/in/oyo-84785-cozy-stay-kharghar.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=456&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=802807302_343820459_2_0_0&highlighted_blocks=802807302_343820459_2_0_0&matching_block_id=802807302_343820459_2_0_0&sr_pri_blocks=802807302_343820459_2_0_0__1019822&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,27.6,4.7,Review score ,4.0,Classic Triple Room
"Meluha - The Fern
Opens in new window","Powai, Mumbai",https://www.booking.com/hotel/in/meluha-the-fern.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=457&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=28878001_88876715_0_2_0&highlighted_blocks=28878001_88876715_0_2_0&matching_block_id=28878001_88876715_0_2_0&sr_pri_blocks=28878001_88876715_0_2_0__7315000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,19.2,8.5,Very good ,390.0,Deluxe Double Room
"Ashok Deluxe Apartments, Marol Andheri East
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/ashok-deluxe-apartments-marol-andheri-east.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=458&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=872948201_356077816_2_0_0&highlighted_blocks=872948201_356077816_2_0_0&matching_block_id=872948201_356077816_2_0_0&sr_pri_blocks=872948201_356077816_2_0_0__2992500&from_beach_sr=1&from=searchresults#hotelTmpl,18.0,5.0,Review score ,1.0,Studio
"OYO 87623 Hotel Welcome
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-87623-welcome.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=459&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=831035702_357343406_2_0_0&highlighted_blocks=831035702_357343406_2_0_0&matching_block_id=831035702_357343406_2_0_0&sr_pri_blocks=831035702_357343406_2_0_0__825380&from_beach_sr=1&from=searchresults#hotelTmpl,16.3,1.0,Review score ,2.0,Standard Double Room
"Hotel Twigo Inn
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/twigo-inn-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=460&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=786855402_338231371_2_0_0&highlighted_blocks=786855402_338231371_2_0_0&matching_block_id=786855402_338231371_2_0_0&sr_pri_blocks=786855402_338231371_2_0_0__1497300&from_beach_sr=1&beach_sr_walking_distance=1409&from=searchresults#hotelTmpl,18.9,5.3,Review score ,15.0,Deluxe Double Room
"OYO 76818 Star Residency
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-76818-star-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=461&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=689578702_328255712_2_0_0&highlighted_blocks=689578702_328255712_2_0_0&matching_block_id=689578702_328255712_2_0_0&sr_pri_blocks=689578702_328255712_2_0_0__781602&from_beach_sr=1&from=searchresults#hotelTmpl,17.5,2.5,Review score ,2.0,Standard Double Room
"Hiltop Hotel
Opens in new window","Worli, Mumbai",https://www.booking.com/hotel/in/hiltop.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=462&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=27908701_198482205_0_1_0&highlighted_blocks=27908701_198482205_0_1_0&matching_block_id=27908701_198482205_0_1_0&sr_pri_blocks=27908701_198482205_0_1_0__5600000&from_beach_sr=1&from=searchresults#hotelTmpl,4.7,7.4,Good ,20.0,Standard Double Room
"UGo Stay 005 Hotel Avion Palace
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/avion-palace-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=463&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=616882201_240954559_0_42_0&highlighted_blocks=616882201_240954559_0_42_0&matching_block_id=616882201_240954559_0_42_0&sr_pri_blocks=616882201_240954559_0_42_0__1076901&from_beach_sr=1&from=searchresults#hotelTmpl,19.1,7.5,Good ,27.0,Deluxe Double Room
"Mumbai House near Airport
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/mumbai-house.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=464&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=278971608_180088062_2_2_0&highlighted_blocks=278971608_180088062_2_2_0&matching_block_id=278971608_180088062_2_2_0&sr_pri_blocks=278971608_180088062_2_2_0__3850000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.6,7.2,Good ,95.0,Premium Room 
"Hotel Empire - Near International Airport
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/empire-mumbai1.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=465&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=795340401_346803792_0_2_0&highlighted_blocks=795340401_346803792_0_2_0&matching_block_id=795340401_346803792_0_2_0&sr_pri_blocks=795340401_346803792_0_2_0__1695251&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.7,6.5,Review score ,23.0,Deluxe Room
"Hotel Kamran Residency-Near US Embassy
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/kamran-residency-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=466&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=827232101_347223263_2_0_0&highlighted_blocks=827232101_347223263_2_0_0&matching_block_id=827232101_347223263_2_0_0&sr_pri_blocks=827232101_347223263_2_0_0__1889300&from_beach_sr=1&from=searchresults#hotelTmpl,13.6,4.7,Review score ,8.0,Deluxe Room
"Hotel Amber - Colaba
Opens in new window","Colaba, Mumbai",https://www.booking.com/hotel/in/amber-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=467&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=152130306_351984249_2_2_0&highlighted_blocks=152130306_351984249_2_2_0&matching_block_id=152130306_351984249_2_2_0&sr_pri_blocks=152130306_351984249_2_2_0__2128000&from_beach_sr=1&from=searchresults#hotelTmpl,6.0,5.9,Review score ,30.0,Deluxe Double Room
"Royal Inn
Opens in new window","Khar, Mumbai",https://www.booking.com/hotel/in/royal-inn-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=468&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=209318701_95756884_2_2_0&highlighted_blocks=209318701_95756884_2_2_0&matching_block_id=209318701_95756884_2_2_0&sr_pri_blocks=209318701_95756884_2_2_0__2759750&from_beach_sr=1&beach_sr_walking_distance=1637&from=searchresults#hotelTmpl,11.1,6.1,Review score ,7.0,Standard Double Room
"FabExpress Aster
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/aster.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=469&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=269386706_331255052_2_0_0&highlighted_blocks=269386706_331255052_2_0_0&matching_block_id=269386706_331255052_2_0_0&sr_pri_blocks=269386706_331255052_2_0_0__1279260&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.6,5.3,Review score ,23.0,Deluxe Room
"AL Shifa Residency
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/al-shifa-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=470&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=523805301_183683303_2_0_0&highlighted_blocks=523805301_183683303_2_0_0&matching_block_id=523805301_183683303_2_0_0&sr_pri_blocks=523805301_183683303_2_0_0__1448370&from_beach_sr=1&from=searchresults#hotelTmpl,1.9,7.9,Good ,23.0,Deluxe Room
"Collection O 83805 De Meridian Hotel
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/collection-o-83805-new-metro-guest-house-andheri.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=472&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=790848002_339579902_2_0_0&highlighted_blocks=790848002_339579902_2_0_0&matching_block_id=790848002_339579902_2_0_0&sr_pri_blocks=790848002_339579902_2_0_0__1480802&from_beach_sr=1&beach_sr_walking_distance=622&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,18.2,4.3,Review score ,4.0,Standard Double Room
"Aflon Hotel
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/aflonhotel.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=473&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=535789702_190477360_2_0_0&highlighted_blocks=535789702_190477360_2_0_0&matching_block_id=535789702_190477360_2_0_0&sr_pri_blocks=535789702_190477360_2_0_0__1506750&from_beach_sr=1&from=searchresults#hotelTmpl,17.7,1.0,Review score ,1.0,Deluxe Double Room
"OYO 66982 Hotel Skyway Inn
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-66982-skyway-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=474&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=606889503_328246734_2_0_0&highlighted_blocks=606889503_328246734_2_0_0&matching_block_id=606889503_328246734_2_0_0&sr_pri_blocks=606889503_328246734_2_0_0__1324399&from_beach_sr=1&from=searchresults#hotelTmpl,16.6,5.0,Review score ,4.0,Classic Triple Room
"The Byke Delotel
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/the-byke-delotel.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=475&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910178&all_sr_blocks=552577401_354473038_2_2_0&highlighted_blocks=552577401_354473038_2_2_0&matching_block_id=552577401_354473038_2_2_0&sr_pri_blocks=552577401_354473038_2_2_0__5197500&from_beach_sr=1&from=searchresults#hotelTmpl,29.4,6.3,Review score ,48.0,Deluxe Double Room
"Hotel Gold Coast
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/gold-coast.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=476&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910193&all_sr_blocks=302386002_295276827_0_0_0&highlighted_blocks=302386002_295276827_0_0_0&matching_block_id=302386002_295276827_0_0_0&sr_pri_blocks=302386002_295276827_0_0_0__1749300&from_beach_sr=1&beach_sr_walking_distance=2971&from=searchresults#hotelTmpl,4.0,4.9,Review score ,48.0,Budget Double Room
"Carlton Hotel - Behind Taj Mahal Palace Colaba Mumbai
Opens in new window","Colaba, Mumbai",https://www.booking.com/hotel/in/carlton-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=479&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910193&all_sr_blocks=308700001_357181945_2_0_0&highlighted_blocks=308700001_357181945_2_0_0&matching_block_id=308700001_357181945_2_0_0&sr_pri_blocks=308700001_357181945_2_0_0__1411200&from_beach_sr=1&from=searchresults#hotelTmpl,5.4,6.6,Review score ,197.0,Superior Ac Double Room with Shared bathroom
"Ramee Guestline Hotel Juhu
Opens in new window","Juhu, Mumbai",https://www.booking.com/hotel/in/ramee-guestline-juhu-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=480&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910193&all_sr_blocks=24471105_241600321_2_2_0&highlighted_blocks=24471105_241600321_2_2_0&matching_block_id=24471105_241600321_2_2_0&sr_pri_blocks=24471105_241600321_2_2_0__7104300&from_beach_sr=1&beach_sr_walking_distance=195&from=searchresults#hotelTmpl,15.6,6.1,Review score ,122.0,Club Room with Complimentary Upgrade(Subject to Availability) and 20% Discount on Food and Beverage
"OYO Flagship 88645 The Mumbai Inn
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-88645-the-mumbai-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=481&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910193&all_sr_blocks=843307302_357343863_2_0_0&highlighted_blocks=843307302_357343863_2_0_0&matching_block_id=843307302_357343863_2_0_0&sr_pri_blocks=843307302_357343863_2_0_0__964625&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.3,1.0,Review score ,5.0,Classic Triple Room
